project_county_name,project_state,total_loans,kabbage_loans,percent_kabbage_loans,total_loans.x,kabbage_loans.x,percent_kabbage_loans.x,project_county_name.y.y,total_loans.y,kabbage_loans.y,percent_kabbage_loans.y,state_code,state_name,county_code,fips_code
ABBEVILLE,SC,324,8,2.4691358024691357,324,8,2.4691358024691357,NA,NA,NA,NA,NA,NA,NA,NA
ACADIA,LA,1306,8,0.6125574272588056,1306,8,0.6125574272588056,NA,NA,NA,NA,NA,NA,NA,NA
ACCOMACK,VA,462,1,0.21645021645021645,462,1,0.21645021645021645,NA,NA,NA,NA,NA,NA,NA,NA
ADA,ID,11258,51,0.45301119204121515,11258,51,0.4530111920412151,NA,NA,NA,NA,NA,NA,NA,NA
ADAIR,IA,612,NA,NA,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAIR,KY,962,2,0.2079002079002079,962,2,0.2079002079002079,NA,NA,NA,NA,NA,NA,NA,NA
ADAIR,MO,792,NA,NA,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAIR,OK,890,NA,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,CO,7481,146,1.9516107472263067,7481,146,1.951610747226307,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,IA,288,NA,NA,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,ID,69,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,IL,2240,7,0.3125,2240,7,0.3125,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,IN,563,2,0.3552397868561279,563,2,0.3552397868561279,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,MS,1096,25,2.281021897810219,1096,25,2.281021897810219,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,ND,213,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,NE,1254,NA,NA,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,OH,432,4,0.9259259259259258,432,4,0.9259259259259258,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,PA,1313,5,0.38080731150038083,1313,5,0.3808073115003808,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,WA,313,1,0.3194888178913738,313,1,0.3194888178913738,NA,NA,NA,NA,NA,NA,NA,NA
ADAMS,WI,267,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADDISON,VT,848,NA,NA,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADJUNTAS,PR,143,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGUADA,PR,516,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGUADILLA,PR,799,NA,NA,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGUAS BUENAS,PR,245,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AIBONITO,PR,216,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AIKEN,SC,2415,34,1.4078674948240166,2415,34,1.4078674948240166,NA,NA,NA,NA,NA,NA,NA,NA
AITKIN,MN,279,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALACHUA,FL,5540,156,2.815884476534296,5540,156,2.815884476534296,NA,NA,NA,NA,NA,NA,NA,NA
ALAMANCE,NC,2403,NA,NA,2403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALAMEDA,CA,39451,NA,NA,39451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALAMOSA,CO,397,NA,NA,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALBANY,NY,6413,64,0.9979728676126618,6413,64,0.9979728676126618,NA,NA,NA,NA,NA,NA,NA,NA
ALBANY,WY,724,3,0.4143646408839779,724,3,0.4143646408839779,NA,NA,NA,NA,NA,NA,NA,NA
ALBEMARLE,VA,1803,26,1.4420410427066,1803,26,1.4420410427066,NA,NA,NA,NA,NA,NA,NA,NA
ALCONA,MI,134,2,1.4925373134328357,134,2,1.4925373134328357,NA,NA,NA,NA,NA,NA,NA,NA
ALCORN,MS,944,1,0.1059322033898305,944,1,0.1059322033898305,NA,NA,NA,NA,NA,NA,NA,NA
Aleutian Islands,AK,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALEUTIANS EAST,AK,72,1,1.3888888888888888,72,1,1.3888888888888888,NA,NA,NA,NA,NA,NA,NA,NA
ALEUTIANS WEST,AK,47,1,2.127659574468085,47,1,2.127659574468085,NA,NA,NA,NA,NA,NA,NA,NA
ALEXANDER,IL,101,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALEXANDER,NC,330,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALEXANDRIA CITY,VA,4860,155,3.189300411522634,4860,155,3.189300411522634,NA,NA,NA,NA,NA,NA,NA,NA
ALFALFA,OK,401,NA,NA,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALGER,MI,176,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALLAMAKEE,IA,973,4,0.41109969167523125,973,4,0.4110996916752313,NA,NA,NA,NA,NA,NA,NA,NA
ALLEGAN,MI,1637,9,0.5497861942577886,1637,9,0.5497861942577886,NA,NA,NA,NA,NA,NA,NA,NA
ALLEGANY,MD,880,11,1.25,880,11,1.25,NA,NA,NA,NA,NA,NA,NA,NA
ALLEGANY,NY,393,5,1.2722646310432568,393,5,1.2722646310432568,NA,NA,NA,NA,NA,NA,NA,NA
ALLEGHANY,NC,258,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALLEGHANY,VA,131,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALLEGHENY,PA,24345,246,1.0104744300677757,24345,246,1.0104744300677757,NA,NA,NA,NA,NA,NA,NA,NA
ALLEN,IN,6973,66,0.9465079592714757,6973,66,0.9465079592714756,NA,NA,NA,NA,NA,NA,NA,NA
ALLEN,KS,421,6,1.4251781472684086,421,6,1.4251781472684086,NA,NA,NA,NA,NA,NA,NA,NA
ALLEN,KY,405,1,0.24691358024691357,405,1,0.24691358024691357,NA,NA,NA,NA,NA,NA,NA,NA
ALLEN,LA,236,4,1.694915254237288,236,4,1.694915254237288,NA,NA,NA,NA,NA,NA,NA,NA
ALLEN,OH,1891,5,0.26441036488630354,1891,5,0.26441036488630354,NA,NA,NA,NA,NA,NA,NA,NA
ALLENDALE,SC,226,1,0.4424778761061947,226,1,0.4424778761061947,NA,NA,NA,NA,NA,NA,NA,NA
ALPENA,MI,465,3,0.6451612903225806,465,3,0.6451612903225806,NA,NA,NA,NA,NA,NA,NA,NA
ALPINE,CA,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMADOR,CA,484,NA,NA,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMELIA,VA,230,2,0.8695652173913043,230,2,0.8695652173913043,NA,NA,NA,NA,NA,NA,NA,NA
AMERICAN SAMOA,AS,220,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST,VA,258,4,1.550387596899225,258,4,1.550387596899225,NA,NA,NA,NA,NA,NA,NA,NA
AMITE,MS,360,2,0.5555555555555556,360,2,0.5555555555555556,NA,NA,NA,NA,NA,NA,NA,NA
ANASCO,PR,254,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANCHORAGE,AK,6315,47,0.7442596991290579,6315,47,0.7442596991290579,NA,NA,NA,NA,NA,NA,NA,NA
ANDERSON,KS,436,1,0.22935779816513763,436,1,0.22935779816513763,NA,NA,NA,NA,NA,NA,NA,NA
ANDERSON,KY,305,3,0.9836065573770493,305,3,0.9836065573770492,NA,NA,NA,NA,NA,NA,NA,NA
ANDERSON,SC,2921,31,1.0612803834303322,2921,31,1.0612803834303322,NA,NA,NA,NA,NA,NA,NA,NA
ANDERSON,TN,961,14,1.45681581685744,961,14,1.45681581685744,NA,NA,NA,NA,NA,NA,NA,NA
ANDERSON,TX,739,6,0.8119079837618403,739,6,0.8119079837618403,NA,NA,NA,NA,NA,NA,NA,NA
ANDREW,MO,392,NA,NA,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANDREWS,TX,401,1,0.24937655860349126,401,1,0.24937655860349128,NA,NA,NA,NA,NA,NA,NA,NA
ANDROSCOGGIN,ME,1682,10,0.5945303210463734,1682,10,0.5945303210463734,NA,NA,NA,NA,NA,NA,NA,NA
ANGELINA,TX,1527,10,0.6548788474132285,1527,10,0.6548788474132285,NA,NA,NA,NA,NA,NA,NA,NA
ANNE ARUNDEL,MD,11750,257,2.1872340425531918,11750,257,2.187234042553192,NA,NA,NA,NA,NA,NA,NA,NA
ANOKA,MN,5853,50,0.8542627712284299,5853,50,0.8542627712284299,NA,NA,NA,NA,NA,NA,NA,NA
ANSON,NC,362,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANTELOPE,NE,854,NA,NA,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANTRIM,MI,357,2,0.5602240896358543,357,2,0.5602240896358543,NA,NA,NA,NA,NA,NA,NA,NA
APACHE,AZ,210,3,1.4285714285714286,210,3,1.4285714285714286,NA,NA,NA,NA,NA,NA,NA,NA
APO,AE,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APPANOOSE,IA,490,NA,NA,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APPLING,GA,516,3,0.5813953488372093,516,3,0.5813953488372093,NA,NA,NA,NA,NA,NA,NA,NA
APPOMATTOX,VA,253,3,1.185770750988142,253,3,1.185770750988142,NA,NA,NA,NA,NA,NA,NA,NA
ARANSAS,TX,444,4,0.9009009009009009,444,4,0.9009009009009008,NA,NA,NA,NA,NA,NA,NA,NA
ARAPAHOE,CO,15751,269,1.707828074407974,15751,269,1.707828074407974,NA,NA,NA,NA,NA,NA,NA,NA
ARCHER,TX,318,2,0.628930817610063,318,2,0.628930817610063,NA,NA,NA,NA,NA,NA,NA,NA
ARCHULETA,CO,358,NA,NA,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARECIBO,PR,970,NA,NA,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARENAC,MI,206,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,AR,579,2,0.3454231433506045,579,2,0.3454231433506045,NA,NA,NA,NA,NA,NA,NA,NA
ARLINGTON,VA,4673,109,2.3325486839289535,4673,109,2.3325486839289535,NA,NA,NA,NA,NA,NA,NA,NA
ARMSTRONG,PA,734,5,0.6811989100817438,734,5,0.6811989100817438,NA,NA,NA,NA,NA,NA,NA,NA
ARMSTRONG,TX,92,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AROOSTOOK,ME,1843,1,0.05425935973955508,1843,1,0.05425935973955508,NA,NA,NA,NA,NA,NA,NA,NA
ARROYO,PR,53,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARTHUR,NE,51,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASCENSION,LA,3808,33,0.8665966386554622,3808,33,0.8665966386554622,NA,NA,NA,NA,NA,NA,NA,NA
ASHE,NC,417,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASHLAND,OH,876,6,0.684931506849315,876,6,0.684931506849315,NA,NA,NA,NA,NA,NA,NA,NA
ASHLAND,WI,384,2,0.5208333333333333,384,2,0.5208333333333333,NA,NA,NA,NA,NA,NA,NA,NA
ASHLEY,AR,422,4,0.9478672985781991,422,4,0.9478672985781992,NA,NA,NA,NA,NA,NA,NA,NA
ASHTABULA,OH,1044,4,0.38314176245210724,1044,4,0.3831417624521072,NA,NA,NA,NA,NA,NA,NA,NA
ASOTIN,WA,256,NA,NA,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSUMPTION,LA,902,4,0.4434589800443459,902,4,0.4434589800443459,NA,NA,NA,NA,NA,NA,NA,NA
ATASCOSA,TX,722,8,1.10803324099723,722,8,1.10803324099723,NA,NA,NA,NA,NA,NA,NA,NA
ATCHISON,KS,527,NA,NA,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATCHISON,MO,241,NA,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATHENS,OH,715,NA,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATKINSON,GA,248,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATLANTIC,NJ,4985,97,1.945837512537613,4985,97,1.945837512537613,NA,NA,NA,NA,NA,NA,NA,NA
ATOKA,OK,665,NA,NA,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATTALA,MS,445,5,1.1235955056179776,445,5,1.1235955056179776,NA,NA,NA,NA,NA,NA,NA,NA
AUDRAIN,MO,611,NA,NA,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AUDUBON,IA,610,NA,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AUGLAIZE,OH,1018,2,0.19646365422396855,1018,2,0.19646365422396855,NA,NA,NA,NA,NA,NA,NA,NA
AUGUSTA,VA,936,1,0.10683760683760685,936,1,0.10683760683760685,NA,NA,NA,NA,NA,NA,NA,NA
AURORA,SD,357,NA,NA,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AUSTIN,TX,842,6,0.7125890736342043,842,6,0.7125890736342043,NA,NA,NA,NA,NA,NA,NA,NA
AUTAUGA,AL,909,5,0.5500550055005501,909,5,0.5500550055005501,NA,NA,NA,NA,NA,NA,NA,NA
AVERY,NC,261,NA,NA,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVOYELLES,LA,967,5,0.5170630816959669,967,5,0.5170630816959669,NA,NA,NA,NA,NA,NA,NA,NA
BACA,CO,280,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BACON,GA,383,1,0.26109660574412535,383,1,0.26109660574412535,NA,NA,NA,NA,NA,NA,NA,NA
BAILEY,TX,192,1,0.5208333333333333,192,1,0.5208333333333333,NA,NA,NA,NA,NA,NA,NA,NA
BAKER,FL,240,10,4.166666666666666,240,10,4.166666666666666,NA,NA,NA,NA,NA,NA,NA,NA
BAKER,GA,109,3,2.7522935779816518,109,3,2.752293577981652,NA,NA,NA,NA,NA,NA,NA,NA
BAKER,OR,377,NA,NA,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALDWIN,AL,5563,63,1.1324824734855294,5563,63,1.1324824734855294,NA,NA,NA,NA,NA,NA,NA,NA
BALDWIN,GA,1214,43,3.5420098846787478,1214,43,3.5420098846787482,NA,NA,NA,NA,NA,NA,NA,NA
BALLARD,KY,183,1,0.546448087431694,183,1,0.546448087431694,NA,NA,NA,NA,NA,NA,NA,NA
BALTIMORE,MD,19410,476,2.452344152498712,19410,476,2.452344152498712,NA,NA,NA,NA,NA,NA,NA,NA
BALTIMORE CITY,MD,13546,397,2.9307544662631035,13546,397,2.9307544662631035,NA,NA,NA,NA,NA,NA,NA,NA
BAMBERG,SC,246,7,2.8455284552845526,246,7,2.845528455284553,NA,NA,NA,NA,NA,NA,NA,NA
BANDERA,TX,338,3,0.8875739644970414,338,3,0.8875739644970414,NA,NA,NA,NA,NA,NA,NA,NA
BANKS,GA,273,3,1.098901098901099,273,3,1.098901098901099,NA,NA,NA,NA,NA,NA,NA,NA
BANNER,NE,123,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BANNOCK,ID,1298,2,0.15408320493066258,1298,2,0.15408320493066258,NA,NA,NA,NA,NA,NA,NA,NA
BARAGA,MI,105,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARBER,KS,349,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARBOUR,AL,735,19,2.585034013605442,735,19,2.585034013605442,NA,NA,NA,NA,NA,NA,NA,NA
BARBOUR,WV,160,1,0.625,160,1,0.625,NA,NA,NA,NA,NA,NA,NA,NA
BARCELONETA,PR,197,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARNES,ND,688,NA,NA,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARNSTABLE,MA,6743,27,0.40041524543971524,6743,27,0.4004152454397152,NA,NA,NA,NA,NA,NA,NA,NA
BARNWELL,SC,351,4,1.1396011396011396,351,4,1.1396011396011396,NA,NA,NA,NA,NA,NA,NA,NA
BARRANQUITAS,PR,247,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARREN,KY,1368,1,0.07309941520467836,1368,1,0.07309941520467836,NA,NA,NA,NA,NA,NA,NA,NA
BARRON,WI,1630,4,0.245398773006135,1630,4,0.245398773006135,NA,NA,NA,NA,NA,NA,NA,NA
BARROW,GA,1523,45,2.954694681549573,1523,45,2.954694681549573,NA,NA,NA,NA,NA,NA,NA,NA
BARRY,MI,810,3,0.3703703703703704,810,3,0.3703703703703704,NA,NA,NA,NA,NA,NA,NA,NA
BARRY,MO,1077,NA,NA,1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARTHOLOMEW,IN,1176,1,0.08503401360544217,1176,1,0.08503401360544217,NA,NA,NA,NA,NA,NA,NA,NA
BARTON,KS,1190,NA,NA,1190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARTON,MO,607,NA,NA,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARTOW,GA,2472,35,1.4158576051779936,2472,35,1.4158576051779936,NA,NA,NA,NA,NA,NA,NA,NA
BASTROP,TX,1156,13,1.124567474048443,1156,13,1.124567474048443,NA,NA,NA,NA,NA,NA,NA,NA
BATES,MO,639,NA,NA,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BATH,KY,299,1,0.33444816053511706,299,1,0.33444816053511706,NA,NA,NA,NA,NA,NA,NA,NA
BATH,VA,63,2,3.1746031746031744,63,2,3.1746031746031744,NA,NA,NA,NA,NA,NA,NA,NA
BAXTER,AR,779,1,0.12836970474967907,779,1,0.12836970474967907,NA,NA,NA,NA,NA,NA,NA,NA
BAY,FL,4101,85,2.0726652036088757,4101,85,2.0726652036088757,NA,NA,NA,NA,NA,NA,NA,NA
BAY,MI,1484,8,0.5390835579514826,1484,8,0.5390835579514826,NA,NA,NA,NA,NA,NA,NA,NA
BAYAMON,PR,3088,NA,NA,3088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAYFIELD,WI,352,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAYLOR,TX,184,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEADLE,SD,1001,NA,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEAR LAKE,ID,169,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEAUFORT,NC,762,NA,NA,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEAUFORT,SC,4362,68,1.5589179275561669,4362,68,1.5589179275561669,NA,NA,NA,NA,NA,NA,NA,NA
BEAUREGARD,LA,458,2,0.43668122270742354,458,2,0.43668122270742354,NA,NA,NA,NA,NA,NA,NA,NA
BEAVER,OK,360,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEAVER,PA,2050,8,0.3902439024390244,2050,8,0.3902439024390244,NA,NA,NA,NA,NA,NA,NA,NA
BEAVER,UT,181,1,0.5524861878453038,181,1,0.5524861878453038,NA,NA,NA,NA,NA,NA,NA,NA
BEAVERHEAD,MT,272,NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BECKER,MN,1214,2,0.16474464579901155,1214,2,0.16474464579901155,NA,NA,NA,NA,NA,NA,NA,NA
BECKHAM,OK,1398,NA,NA,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEDFORD,PA,784,4,0.5102040816326531,784,4,0.5102040816326531,NA,NA,NA,NA,NA,NA,NA,NA
BEDFORD,TN,773,3,0.38809831824062097,773,3,0.38809831824062097,NA,NA,NA,NA,NA,NA,NA,NA
BEDFORD,VA,1067,13,1.218369259606373,1067,13,1.218369259606373,NA,NA,NA,NA,NA,NA,NA,NA
BEE,TX,365,9,2.4657534246575343,365,9,2.4657534246575343,NA,NA,NA,NA,NA,NA,NA,NA
BELKNAP,NH,1323,13,0.9826152683295541,1323,13,0.982615268329554,NA,NA,NA,NA,NA,NA,NA,NA
BELL,KY,265,1,0.37735849056603776,265,1,0.37735849056603776,NA,NA,NA,NA,NA,NA,NA,NA
BELL,TX,5537,78,1.4087050749503343,5537,78,1.4087050749503345,NA,NA,NA,NA,NA,NA,NA,NA
BELMONT,OH,786,5,0.6361323155216284,786,5,0.6361323155216284,NA,NA,NA,NA,NA,NA,NA,NA
BELTRAMI,MN,1122,NA,NA,1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN HILL,GA,535,10,1.8691588785046727,535,10,1.8691588785046729,NA,NA,NA,NA,NA,NA,NA,NA
BENEWAH,ID,99,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BENNETT,SD,176,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BENNINGTON,VT,805,NA,NA,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BENSON,ND,302,NA,NA,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BENT,CO,182,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,AR,4665,22,0.4715969989281886,4665,22,0.4715969989281886,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,IA,1038,4,0.3853564547206166,1038,4,0.3853564547206166,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,IN,241,1,0.4149377593360996,241,1,0.4149377593360996,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,MN,1052,4,0.38022813688212925,1052,4,0.38022813688212925,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,MO,618,2,0.3236245954692557,618,2,0.3236245954692557,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,MS,285,1,0.3508771929824561,285,1,0.3508771929824561,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,OR,1312,5,0.38109756097560976,1312,5,0.38109756097560976,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,TN,292,1,0.3424657534246575,292,1,0.3424657534246575,NA,NA,NA,NA,NA,NA,NA,NA
BENTON,WA,2746,30,1.0924981791697013,2746,30,1.0924981791697013,NA,NA,NA,NA,NA,NA,NA,NA
BENZIE,MI,299,3,1.0033444816053512,299,3,1.0033444816053512,NA,NA,NA,NA,NA,NA,NA,NA
BERGEN,NJ,30722,910,2.9620467417485843,30722,910,2.9620467417485843,NA,NA,NA,NA,NA,NA,NA,NA
BERKELEY,SC,3955,138,3.4892541087231352,3955,138,3.4892541087231352,NA,NA,NA,NA,NA,NA,NA,NA
BERKELEY,WV,1207,15,1.2427506213753108,1207,15,1.2427506213753108,NA,NA,NA,NA,NA,NA,NA,NA
BERKS,PA,6295,81,1.2867355043685464,6295,81,1.2867355043685464,NA,NA,NA,NA,NA,NA,NA,NA
BERKSHIRE,MA,2885,31,1.074523396880416,2885,31,1.074523396880416,NA,NA,NA,NA,NA,NA,NA,NA
BERNALILLO,NM,10020,124,1.2375249500998005,10020,124,1.2375249500998005,NA,NA,NA,NA,NA,NA,NA,NA
BERRIEN,GA,423,5,1.1820330969267139,423,5,1.182033096926714,NA,NA,NA,NA,NA,NA,NA,NA
BERRIEN,MI,3190,31,0.9717868338557993,3190,31,0.9717868338557992,NA,NA,NA,NA,NA,NA,NA,NA
BERTIE,NC,299,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETHEL,AK,57,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEXAR,TX,32968,482,1.4620237806357679,32968,482,1.462023780635768,NA,NA,NA,NA,NA,NA,NA,NA
BIBB,AL,294,6,2.0408163265306123,294,6,2.0408163265306123,NA,NA,NA,NA,NA,NA,NA,NA
BIBB,GA,7116,147,2.0657672849915683,7116,147,2.0657672849915683,NA,NA,NA,NA,NA,NA,NA,NA
BIENVILLE,LA,299,2,0.6688963210702341,299,2,0.6688963210702341,NA,NA,NA,NA,NA,NA,NA,NA
BIG HORN,MT,351,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIG HORN,WY,381,NA,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIG STONE,MN,464,NA,NA,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BILLINGS,ND,131,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BINGHAM,ID,883,2,0.22650056625141565,883,2,0.22650056625141565,NA,NA,NA,NA,NA,NA,NA,NA
BLACK HAWK,IA,3065,25,0.8156606851549755,3065,25,0.8156606851549755,NA,NA,NA,NA,NA,NA,NA,NA
BLACKFORD,IN,120,1,0.8333333333333334,120,1,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
BLADEN,NC,417,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLAINE,ID,1287,3,0.2331002331002331,1287,3,0.2331002331002331,NA,NA,NA,NA,NA,NA,NA,NA
BLAINE,MT,298,NA,NA,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLAINE,NE,71,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLAINE,OK,562,NA,NA,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLAIR,PA,1903,3,0.1576458223857068,1903,3,0.1576458223857068,NA,NA,NA,NA,NA,NA,NA,NA
BLANCO,TX,297,2,0.6734006734006733,297,2,0.6734006734006733,NA,NA,NA,NA,NA,NA,NA,NA
BLAND,VA,84,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLECKLEY,GA,300,5,1.6666666666666667,300,5,1.6666666666666667,NA,NA,NA,NA,NA,NA,NA,NA
BLEDSOE,TN,291,1,0.3436426116838488,291,1,0.3436426116838488,NA,NA,NA,NA,NA,NA,NA,NA
BLOUNT,AL,691,3,0.43415340086830684,691,3,0.4341534008683069,NA,NA,NA,NA,NA,NA,NA,NA
BLOUNT,TN,1832,25,1.3646288209606987,1832,25,1.3646288209606987,NA,NA,NA,NA,NA,NA,NA,NA
BLUE EARTH,MN,2076,5,0.24084778420038533,2076,5,0.24084778420038533,NA,NA,NA,NA,NA,NA,NA,NA
BOISE,ID,113,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOLIVAR,MS,1387,7,0.5046863734679163,1387,7,0.5046863734679163,NA,NA,NA,NA,NA,NA,NA,NA
BOLLINGER,MO,424,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BON HOMME,SD,598,NA,NA,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOND,IL,483,NA,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BONNER,ID,946,7,0.7399577167019027,946,7,0.7399577167019027,NA,NA,NA,NA,NA,NA,NA,NA
BONNEVILLE,ID,2475,4,0.1616161616161616,2475,4,0.1616161616161616,NA,NA,NA,NA,NA,NA,NA,NA
BOONE,AR,1082,2,0.18484288354898337,1082,2,0.18484288354898337,NA,NA,NA,NA,NA,NA,NA,NA
